TweetID,retweets_count
1184643,0
1199190,0
917372,3
731754,2
1400049,0
1351254,0
917812,1
45946,1
465480,5
1364403,6
1111065,0
1181730,3
699449,0
327293,1
697094,1
281997,1
1033751,1
460455,0
716351,10
608415,0
85259,1
676086,1
452616,1
1148559,1
1273056,1
916736,1
1087955,1
1264906,0
158775,2
1023871,0
917998,1
386392,15
192921,4
880904,1
620048,1
1274995,0
376526,1
41198,0
284434,0
1152853,0
1400321,0
453135,2
690391,0
206771,1
1268156,1
661987,0
1018667,0
414419,2
210016,2
528716,0
723949,0
292045,6
127035,0
75561,1
606468,41
905260,3
796354,1
1322660,1
1154063,0
601246,1
204821,0
729121,1
726573,0
784552,1
1398775,1
1278216,1
338932,0
449869,0
1306978,0
609713,1
164384,0
155800,0
373535,0
1349206,1
791652,1
768747,1
582732,3
457839,1
780318,1
1100429,1
486159,0
940874,1
1154255,0
129916,0
184998,0
361267,8
1124822,1
43163,2
1017849,1
860704,1
135222,1
1112983,0
675350,1
1084857,0
462144,0
315820,1
719607,0
272453,0
1348727,0
558701,0
85453,0
297972,0
906388,0
367684,35
864268,1
1024998,0
616404,1
1242615,1
722013,3
828386,0
851668,0
1328420,0
334111,1
153383,1017
586953,3
1151687,0
439737,0
991384,2
5414,0
561990,1
56140,0
108113,1
437410,2
505158,1
881807,1
1210882,1
149913,14
894916,1
161970,1
65105,0
1375627,0
507294,1
322453,0
611531,1
921651,1
1002168,0
484329,1
999042,1
935883,0
133746,0
1111383,1
972669,5
626400,1
1334144,0
1372918,3
901255,1
244819,6
688569,1
470064,5
165143,0
1186310,1
1404175,0
1263717,1
778177,0
277709,2
1326837,1
1205121,1
310325,0
1412963,0
281707,1
1128688,0
467333,0
985358,3
1413275,1
1005340,0
1142898,0
776232,1
1141122,0
847868,0
1411418,1
429108,1
1151004,0
677857,1
613844,1
1056751,8
882566,1
1235839,0
1210081,0
571479,0
1308127,16
1255431,1
451299,1
693054,1
1338848,1
1335620,0
705981,52
673207,1
179000,4
33835,1
1381413,1
684551,1
1384500,1
901393,1
1084086,1
289303,0
1001277,1
193281,1
163230,1
704856,1
787430,0
302077,1
1022808,0
418097,1
983848,1
50009,0
106860,0
380734,1
965347,1
760750,0
472610,1
889746,1
562822,1
551192,1
714973,0
612465,1
726185,0
590310,0
449210,0
163359,5
141047,0
985167,6
212361,2
318711,1
1286932,0
87627,0
912207,1
1076568,1
467476,3
321675,0
441877,0
1286119,1
819651,1
1086013,0
168459,2
1248735,1
1059170,1
546015,0
773425,1
1145610,0
854196,0
1063453,0
1102448,1
1137669,1
855138,1
397207,0
694654,0
1351277,1
1210057,1
953687,0
266853,2
1045239,1
188533,8
424735,5
249962,1
550460,0
1157334,0
27841,0
333036,1
375423,18
630008,1
887195,0
1157391,1
1027752,2
106010,60
341616,1
1158808,1
1067614,0
1168628,0
114868,1
375668,1
744616,0
113087,1
41736,3
1262099,0
1281223,0
625682,196
561284,1
1059079,1
180470,1
598145,4
608396,1
1172925,6
391854,1
298969,1
627413,15
1083798,1
46574,4
512275,1
482864,1
441933,5
540313,1
421166,1
472145,1
910863,1
1252112,1
200390,0
1113203,237
798522,1
1187309,1
12490,0
86727,0
649543,16
442552,0
713905,1
1427826,1
997994,9
1072720,1
964033,0
515800,0
443069,32
772478,0
1393016,1
526559,1
1248629,0
1124025,1
611651,1
976374,0
538522,0
878663,1
630974,1
287288,0
744506,4
690201,1
722122,1
1015908,1
1098805,0
461547,2
312223,0
525580,1
489245,0
42882,1
151778,714
720871,11
912131,2
690662,0
303241,0
378796,0
849924,1
1061205,0
175964,1
528627,0
110016,1
83871,1
456584,1
1013368,1
928856,1
949849,0
645198,2
647574,1
267608,0
868994,1
1100978,1
557775,1
1374623,1
65734,1
21623,599
564636,0
1289169,0
148987,1
857426,0
